0.002053297,0.000198819
0.002313793,0.000318216
0.002606622,0.000913548
0.002888311,0.001947629
0.003114427,0.003123759
0.003286187,0.004233526
0.003429933,0.005352062
0.003579577,0.006659371
0.00371569,0.00788297
0.003857092,0.00905623
0.00397765,0.010320327
0.004110713,0.011663214
0.00424333,0.013121919
0.004380332,0.014538675
0.004521823,0.015930261
0.00466793,0.017305067
0.004792929,0.018579384
0.004947843,0.01993741
0.005108209,0.021144418
0.005302308,0.022414162
0.005564407,0.023527475
0.006066098,0.024552284
0.006654953,0.024038047
0.007030645,0.023008393
0.007307869,0.021887018
0.007554523,0.020845537
0.007793653,0.019559146
0.008031527,0.018292929
0.008304174,0.016924242
0.008586202,0.015530385
0.008877893,0.014119748
0.00917945,0.012717501
0.009491249,0.011315254
0.009813212,0.009988517
0.010134578,0.008747393
0.01054573,0.007611718
0.010962325,0.00636869
0.011457644,0.005096108
0.011973953,0.004024883
0.012650623,0.002898746
0.013659272,0.001755071
0.015152792,0.000797317
0.017082087,0.000216539
0.019251636,0.00012085
0.02169616,7.09232E-05
0.024445724,0.00040083
0.026942787,0.001303531
0.028740296,0.002348318
0.03032415,0.003524366
0.031822272,0.004682985
0.033214258,0.005801521
0.034855922,0.006922385
0.037992681,0.008215366
0.042124769,0.008165435
0.045237482,0.007003912
0.047535374,0.00586454
0.049677789,0.00478073
0.051916386,0.003709505
0.054553302,0.002577684
0.057947212,0.001539731
0.062057685,0.000451075
0.070139331,0.000116996
10,0
0,0
